pitch;roll
-0.0026067936607323664;0.09881859508919705
-0.007593994966883084;0.28119813520467446
-0.013560138086241933;0.5222452232259582
-0.02030574350107941;0.7946291136452052
-0.027192904737439946;1.0744416586845347
-0.03296746429017843;1.3438660415533334
-0.03811950765610253;1.5928175971661456
-0.04211338477046728;1.8149177645294379
-0.04679855901176172;2.0098935618200424
-0.05134037544572243;2.1778170381946325
-0.055036611305394265;2.3211611957520035
-0.0576863900184102;2.4427307659805044
-0.06067940695730806;2.5456668274186836
-0.0624845026740674;2.6315812781373515
-0.06456962452651985;2.7036784274798684
-0.06630522265042159;2.7639125278705245
-0.06735636937574614;2.8143243181457507
-0.06813785131446205;2.8558760099850926
-0.06808373328589094;2.890149764632466
-0.06822431500964758;2.919806951001621
-0.06805614870819407;2.9443999294173553
-0.06910505663388478;2.964129303809689
-0.07062949279602287;2.9812558477549214
-0.07087308454104363;2.995579256115281
-0.07141238672608381;3.007815672522277
-0.071120111985367;3.0190099649280464
-0.07128090343149403;3.027508461414824
-0.07132861602887579;3.0338324512356367
-0.07164470758814091;3.0388935050262544
-0.07166612157272695;3.043350426783598
-0.07190343342147096;3.0477266602110773
-0.07268201599521779;3.0508593145670773
-0.07280221736518144;3.0525537441555866
-0.07232246904736386;3.0538532210123215
-0.07217351718390383;3.0548882121075427
-0.07195637859871906;3.0573627425661436
-0.07154009853277933;3.059065176617027
-0.07163441569479194;3.06010642683568
-0.07153376619798008;3.0605175592766254
-0.07127951995770493;3.061033648576327
-0.07141212478410418;3.0615103842890576
-0.07182193106577026;3.0620605994126726
-0.07247240545883753;3.062740123111981
-0.07221719772969434;3.0636147241580627
-0.0723468022603869;3.063650288355426
-0.07321668575163734;3.0636859389744058
-0.07265850875740651;3.064798641558722
-0.07319116993310518;3.064933340016395
-0.07256834316347595;3.064991030039301
-0.07320370709815477;3.0649677936645396
-0.07315338888657143;3.0640517850360984
-0.07350151400522552;3.06381394372291
-0.07301159573835839;3.0644394755909805
-0.07256392663479315;3.064644835168517
-0.07231688752068033;3.064408921461409
-0.07230181589280094;3.064013049505856
-0.07203730127008741;3.063899578142178
-0.07233742779754572;3.0639929022576333
-0.07254758408219254;3.06450261297191
-0.07212631794008868;3.065244390139676
-0.07284542059593818;3.0651345354689226
-0.07312331434366663;3.0650837288270147
-0.0735392406484104;3.065386928886087
-0.07365297084127355;3.0652032921249885
-0.07270119979612259;3.0655033624219574
-0.07243524207962866;3.0658569786696273
-0.07298867360968564;3.0663965844934316
-0.073013075227862;3.066827542804557
-0.0722503450537501;3.066733565323861
-0.07195040419371485;3.066847390270722
-0.07195419162792209;3.0666178145276755
-0.07282837752123664;3.0672086106942102
-0.07313700661651087;3.067594426584852
-0.07275081373827641;3.0680657542435044
-0.07241274500534069;3.068757339240165
-0.07243609190494953;3.069482109966391
-0.07303158023218215;3.0692268156807656
-0.07384050537763345;3.069547366004521
-0.07468175222478812;3.0704641219451565
-0.07390182877560297;3.070491244966721
-0.07367422677856146;3.0704055643786083
-0.07336100120436324;3.070993998076855
-0.07278169153237622;3.0712338967803747
-0.07285518448615512;3.0710490581586534
-0.07270748474791729;3.0708911003798574
-0.07255670166885378;3.0702593186987186
-0.07337165830111285;3.0699886537688177
-0.07383729279097827;3.0696607683188972
-0.07465689668198888;3.0689891648445613
-0.07455746014621868;3.068334480405655
-0.07448292049293963;3.0683076644276848
-0.07459636545439641;3.067755192171738
-0.07405410027253917;3.067653833351498
-0.07406418858311847;3.0676653069842974
-0.07360586845342024;3.0673757594193227
-0.07369485690911191;3.0671854080961953
-0.0748202189218963;3.0664578296220695
-0.07473976293337269;3.0670204445137803
-0.07509861105409736;3.0678333671404285
-0.07476216219687283;3.067742694224457
