window;emg_0;emg_1;emg_2;emg_3;emg_4
0.0;0.040666236993477066;0.1608437028592836;0.2074267108495021;0.09331079808891896;0.14155822024534287
0.0;0.04004552199773943;0.1604972161059715;0.21064749727012022;0.09836498067873159;0.19360342605819336
0.0;0.03955647381927949;0.16029319487561566;0.21332029276168868;0.10182057027252513;0.23857972009547884
0.0;0.0391238542767957;0.1602711488036186;0.21616161715537968;0.10499282228475507;0.27905240928707153
0.0;0.03850313928105807;0.16007513841290957;0.2199429088462559;0.10967944443804302;0.3162213184997992
0.0;0.03792004337597121;0.16026377842899509;0.22471711978643016;0.11478886705895439;0.3414082491280562
0.0;0.037656709741415856;0.16093813419467712;0.2285492979754454;0.11727210370383048;0.3397993515261516
0.0;0.037430995197511266;0.16130118719011452;0.23105479694603318;0.11890404883545275;0.33792095467785815
0.0;0.0369607565643767;0.1608944907113229;0.2331665357249815;0.12225819369650326;0.33950625123599637
0.0;0.03643408929526599;0.1603622477101487;0.23536695894146756;0.12608112404181396;0.3415420285894848
0.0;0.03603908884343296;0.15991604159595463;0.2367621778892435;0.12749929849267144;0.3396700546500032
0.0;0.0356628979369253;0.15960573204918163;0.23848128607597252;0.1292163880121825;0.33785289176441136
0.0;0.035286707030417655;0.15942708931968635;0.24066262205618927;0.13173644143720784;0.3370565802514819
0.0;0.034872897033259236;0.1590142725459996;0.2424491631480168;0.1345843566325695;0.33779669111440824
0.0;0.03445908703610082;0.15852621759101138;0.24391783251406463;0.13626271005514207;0.33607418895538566
0.0;0.03412051522024394;0.15814912936322367;0.24517405868322195;0.13756222654908096;0.334324057688952
0.0;0.033518609769831696;0.15703568100171433;0.24620213226088694;0.1400443528920424;0.3341226119015793
0.0;0.03302956159137175;0.156511897500827;0.24833278336688258;0.1439026187174538;0.3358066217100234
0.0;0.032690989775514864;0.15598433291043629;0.24912255199240874;0.14453750986041314;0.33318230654660574
0.0;0.032183132051729534;0.15489203329964407;0.2495905996146776;0.14624066889468357;0.33242005924062423
0.0;0.03161884569196806;0.15358013943984233;0.24988165883453706;0.14869193807284098;0.3336191887983435
0.0;0.031186226149484263;0.15257999701092537;0.25032112896302583;0.15155118349787428;0.3359976172065415
0.0;0.030734797061675076;0.1508608621095004;0.24838701397492657;0.15108428094111281;0.3354358236360617
0.0;0.030339796609842047;0.14938013100241027;0.2467469744113326;0.1506591663624085;0.3347911282967567
0.0;0.029925986612683628;0.148008027417129;0.24559041417366523;0.1509204523120638;0.3349324418463655
0.0;0.02947455752487445;0.1467591311488386;0.24532323520115829;0.1530454473874282;0.3370934946279768
0.0;0.029230033435644474;0.14587652440265733;0.2444714769661746;0.15328086784237127;0.3375553378072982
0.0;0.02894789025576374;0.14483498179358612;0.24350517647793085;0.15361334598607515;0.3378041729206467
0.0;0.028684556621208383;0.14406100256921373;0.24328737393147715;0.15492638633170783;0.33900377816224925
0.0;0.028233127533399204;0.14300020175417716;0.2437208265467927;0.15801675391981373;0.34180286159174234
0.0;0.027838127081566168;0.1417263756456662;0.24278564832116462;0.15826819693671346;0.3411266432450343
0.0;0.027518364811034663;0.1406951830816336;0.24196858787485614;0.1578608241412684;0.3391280046945769
0.0;0.02712336435920163;0.1395906428810511;0.24154171603365338;0.15859058481892352;0.33873946004707073
0.0;0.02682241163399551;0.13907153779094722;0.24258147481922077;0.16145819581619014;0.34026601954302915
0.0;0.0266155066354163;0.13864881963286194;0.24298407892333873;0.16259614562940175;0.3400672040319699
0.0;0.02607002982098021;0.1361185350770538;0.23906233767361385;0.1580471362233396;0.3317520346152044
0.0;0.025468124370567967;0.13382008536004536;0.23634417110704764;0.15450540509402466;0.32255975123930136
0.0;0.02535526709861567;0.13281661050226498;0.23379425181213415;0.1504886418379536;0.31690805805655514
1.0;0.032333608414332596;0.1552644431166483;0.24959455167387712;0.14570654134562525;0.3322145668777321
1.0;0.03175051250924574;0.15385427178007627;0.2496830384270227;0.147889740026801;0.33310777580413886
1.0;0.03129908342143656;0.1528875186916666;0.25036335433696;0.15103512502099353;0.33562615266996837
1.0;0.030847654333627374;0.15133766969817009;0.2490504030052384;0.15144810953235582;0.33571635964854857
1.0;0.03043384433646896;0.14972104202365885;0.24708647420269136;0.15066765124902187;0.3348536876423204
1.0;0.030038843884635923;0.14833435864319566;0.24574972656969513;0.15064881514269118;0.33471797829785177
1.0;0.02954979570617598;0.14696414560266613;0.2453388457535641;0.15262335038811053;0.33669544376213956
1.0;0.029305271616946005;0.14619439612843713;0.24490746647127407;0.15343423244163373;0.3375242117439018
1.0;0.029023128437065268;0.1450776153380644;0.24364210380257584;0.15339137946635764;0.33768212840713696
1.0;0.02875979480250991;0.14424720747771586;0.243223516552438;0.15434356570647056;0.33841468274376174
1.0;0.028327175260026115;0.14322825550347346;0.24363994738545797;0.1573745390265457;0.34127467213571294
1.0;0.02793217480819308;0.1420484771215894;0.24310210881705466;0.15846721926369436;0.34167499332449563
1.0;0.02763122208298696;0.14105913339835097;0.2422492170431252;0.15784574608747207;0.3393903322020747
1.0;0.027198602540503162;0.13973922869890243;0.24141297051835134;0.15827175205232552;0.3388963343341957
1.0;0.026897649815297037;0.1392013140634732;0.2422792136458468;0.16052487113047156;0.3395283991694275
1.0;0.026653125726067067;0.13878894595042646;0.24316962960775695;0.16297410776628107;0.34094233701016585
1.0;0.02625812527423403;0.13693202393682868;0.24020356504981924;0.15928087989923925;0.33427010826427617
1.0;0.025580981642520262;0.13429689294871505;0.23702636968268478;0.1554753688858232;0.32466182659840465
1.0;0.025374076643941056;0.13287726888838453;0.23381907887063272;0.1503557971516511;0.31668997550197303
1.0;0.025430505279917207;0.13226924314307717;0.23128947919313037;0.1456101669534317;0.3098914295842592
1.0;0.02548693391589335;0.13139788376321446;0.2277978048380018;0.140247055346142;0.3044487047679998
1.0;0.025355267098615672;0.12991994052215605;0.2238321453539831;0.13531520406051517;0.299947954868672
1.0;0.025693838914472557;0.12999607602473762;0.22128562273638125;0.13068749798870338;0.29631575731180176
1.0;0.02631455391021018;0.13077518232053348;0.21857593056622004;0.1244443472256096;0.28022624219866393
1.0;0.026427411182162474;0.1303679412789102;0.21640718499423758;0.1216705315583989;0.25919512815118073
1.0;0.026540268454114772;0.1296597475120808;0.21311742888173899;0.11810826359288161;0.2408832527256084
1.0;0.0267283639073686;0.12989014046676883;0.21288610401202313;0.11842323807464303;0.22613822929638144
1.0;0.027367888448431604;0.13121895332714417;0.2118724046660962;0.11374841988982239;0.2041683255547478
1.0;0.02798860344416923;0.13267520325465382;0.21140284303221563;0.10999173429043926;0.18229620781689088
1.0;0.029060747527716035;0.1350041585439462;0.21002491173910143;0.1038288769445867;0.16255192615319564
1.0;0.030264558428540513;0.13775772253607554;0.20921577030731014;0.09881874335211831;0.14704408178458858
1.0;0.03135551205741271;0.14010971712083675;0.20776015884578078;0.0927597601329902;0.1313541859721406
1.0;0.03207027477977724;0.1419821162508965;0.20798558781968962;0.08977577069613837;0.11775061122032193
1.0;0.033010752046046365;0.14435670147048646;0.2079315172247494;0.08640070285819983;0.10768930499646356
1.0;0.03302956159137175;0.14398474031412223;0.20689977321835473;0.0860927335995434;0.09968178569188169
1.0;0.03225837023303106;0.14067012648890315;0.2022536080190585;0.08443791794648131;0.09285295141573952
1.0;0.03111098796818273;0.1363680594851973;0.19774475455659907;0.0850584378843484;0.08805623443114081
1.0;0.030245748883215136;0.13278777282003112;0.1931710090183507;0.0847927528667585;0.08587895829039693
2.0;0.025430505279917207;0.132457338596331;0.23187725350900065;0.14653135141998763;0.3112612140825801
2.0;0.02548693391589335;0.13169883648842057;0.22886238674254178;0.14177520020703355;0.305812247245951
2.0;0.02539288618926644;0.13026697183829977;0.22468493828571656;0.13630483565673546;0.3008862667901754
2.0;0.02550574346121873;0.12970925443407344;0.22191806835282524;0.13227250002777974;0.29739056155705634
2.0;0.026239315728908648;0.13077707286528517;0.21920875271580406;0.12560555075140256;0.28600923423250224
2.0;0.02638979209151171;0.13047233905057565;0.21704781242002452;0.12237616249530292;0.2638964880059188
2.0;0.02652145890878939;0.1298059941245404;0.2137410345252303;0.11884854798838179;0.24559142911222015
2.0;0.026634316180741684;0.12968089626279788;0.21283954610622358;0.11844607707456323;0.2297754194113571
2.0;0.027217412085828542;0.13095940078209223;0.21232645065024103;0.11516742126295376;0.21021222430157133
2.0;0.027819317536240784;0.13222332550620464;0.21133221507372338;0.11071334739874655;0.18728311783544938
2.0;0.028722175711859144;0.13426968895497626;0.21044839084251843;0.10574430052706177;0.1675413117818187
2.0;0.02998241524865978;0.13712998992416278;0.20945228749641923;0.09993114216634186;0.15049530696620994
2.0;0.031110987968182728;0.13954687264518695;0.20797721226548055;0.09412165325973484;0.13534369036272512
2.0;0.0319009888718488;0.14151142895712193;0.20785430147507777;0.09037850901932012;0.12079897673399895
2.0;0.032785037502141776;0.14383570583563088;0.20807512022617736;0.0872578929239996;0.11002601586467037
2.0;0.03316122840864943;0.1445222062889115;0.2074939415805382;0.0859451873925845;0.1012584248453535
2.0;0.03244646568628489;0.14148361534867804;0.20343245448591465;0.08498416794562863;0.09473094220185585
2.0;0.031430750238714236;0.13753091886650762;0.19887356643379223;0.0846737443221537;0.08887826491254996
2.0;0.030283367973865896;0.13290908959227027;0.19325828222599856;0.08470480890236856;0.08580608927386571
2.0;0.02919241434499371;0.12820590184183628;0.18724445269453432;0.084695070603302;0.0834189713201516
2.0;0.027894555717542315;0.12277904320811088;0.18041816900004504;0.08486320470582044;0.08276179625876119
